island,대분류,중분류,소분류,Question,Answer
조발도,인문·사회 환경,인구 및 마을,마을 정보,조발도에 있는 주요 마을 이름과 그 유래를 알려줘.,"조발도는 본동마을 내에 아랫몰(혹은 앞끝)과 웃물(윗마을) 2개 마을이 있었고, 작은동네라고 부르는 마을이 따로 떨어져 있었으나 지금은 작은동네에 아무도 살지 않는다. 
임진왜란 당시 이름은 알 수 없으나 순흥안씨(純興安氏)가 난을 피하기 위해 처음 입도하여 살았다고 전해진다. 그 후 밀양박씨(密陽朴氏), 김해김씨(金海金氏), 경주이씨(慶州李氏), 김녕김씨(金寧金氏) 순으로 입도하여 마을을 형성하였다. 처음 입도한 순흥안씨 후손은 현재 살고 있지 않다. "
조발도,인문·사회 환경,인구 및 마을,인구 구성,"조발도의 인구 구성(연령, 성별)은 어때?","2020년 1월 기준 주민등록상 남자 16명, 여자 11명으로 남자가 조금 더 많으나 실제로 거주하는 사람들은 이보다 적다"
조발도,인문·사회 환경,주요 산업 및 경제,주요 생업,조발도 주민들은 주로 어떤 일을 하면서 살아?,어업과 농업에 주로 종사하고 있으나 노령화로 대부분 텃밭에서 농사를 짓는다.
조발도,인문·사회 환경,주요 산업 및 경제,주요 산업,"조발도의 주된 산업은 어업이야, 아니면 농업이야?",고령화로 인해 농사를 짓는 사람이 조금 더 많다.
조발도,인문·사회 환경,주요 산업 및 경제,특산물,조발도에서 나는 대표적인 특산물은 뭐야?,"과거에는 고구마가 주 생산품이었으나 지금은 거의 짓지 않고, 최근에는 밭에서 고사리 종근을 심어 3~4월에 고사리를 채취한다."
조발도,인문·사회 환경,공공 및 편의시설,주요 시설,조발도 안에 학교나 병원이 있어?,조발도에는 병원과 보건진료소도 없다. 1948년 3월 낭도국민학교 조발분교장이 개교하였으나 1996년 2월 폐교하였다.
조발도,인문·사회 환경,공공 및 편의시설,공공기관,"마을회관, 파출소 같은 공공시설은 어디에 위치해?",마을회관이 유일한 공공시설로 해안가에 위치한다.
조발도,역사와 문화,역사적 연혁,역사,조발도의 역사에 대해 시대순으로 설명해 줘.,"삼국시대의 조발도는 백제에 편입되어 삽평군 예하의 돌산현에 속한 섬이었다. 5세기 중반에 이르면서가야국이 남원과 섬진강 하류지방에 진출함에 따라 일시적으로 대가야에 편입되었다. 이때의 여수지역은 도서지역이 하다리현으로 둔병도는 하다리현에 속하였다.
통일신라시대에 둔병도는 여산현에 속하였고, 고려시대의는 돌산현에 속하엿다.
조선시대에는 순천부 소속이었으나 실제로는 돌산포만호진의 통제하에 있다가 중종 때 돌산포만호진이 혁파되고, 방답첨사진이 설진됨에 따라 고종32년(1895) 전라좌수영이 혁파될 때까지 전라좌수영이 통제를 받게 되었다.
고종 33년 (1896) 2월 3일 칙령 제13호에 의하여 화정면은 화개면과 옥정면으로 분리되어 설치되었는데 둔병도는 옥정면에 속하였다. 돌산군은 1914년 3월 1일, 18년 만에 폐군되었고, 여수군으로 통합되면서 화개면과 옥정면도 합면이 되어 화정면이 되어 둔병도 역시 화정면 소속이 되었다. 1949년 여수군이 여수시로 승격되면서 여수군 화정면에 속하였다가 1998년 3여 통합으로 여수시 화정면에 속한다. 
"
조발도,역사와 문화,역사적 연혁,문헌 기록,옛날 문헌이나 지도에 조발도에 대한 기록이 남아있어?,1조선 영·정조시대에 제작된 호남연해형편도나 호구총수의 기록에는 사람이 거주하는(人居) 섬으로 조발도(早發島)라고기록하였다.  조선 후기 지방도인 「순천부지도(順天府地圖)」에는 해중의 조발도(早發島)라고 표기하고 있다.
조발도,역사와 문화,역사적 연혁,주요 사건,조발도에서 과거에 있었던 중요한 사건이 있다면 알려줘.,"신문기사에 따르면 1984년 10월 22일 가수 김수희가 조발도의 여산초등학교 조발분교생 20명을 서울로 초청, 신문사, 방송국 견학과 서울대 공원, 고궁 등의 관광을 시켜줬다. 당시 조발분교는 교사 2명과 전교생이 20명의 학교였는데 김수희씨는 서울나들이가 소원이라는 섬개구리들의 딱한 사정을 듣고 4백만 원의 경비를 들여 2박 3일 동안 서울관광을 시켜주었다."
조발도,역사와 문화,대표 인물 및 설화,전설/설화,조발도에 전해져 내려오는 전설이나 옛날이야기를 해줘.,"조발도 남단에서 약간 떨어진 해저에서 상닭섬까지 아름다운 산호가 깔려 있는데 어부 홍씨는 어릴 때부터 이곳에 고기를 잡으러 아버지를 따라 다녔다. 고기는 대개 연승업(주낙)으로 가오리, 쏨뱅이, 도다리, 민어, 농어, 장어 등을 잡아 잘 건조하여 순천시장에 내다 팔아 생활하였다. 홍씨의 아버지가 별세하고, 모두 홍씨를 선장이라 불렀다. 홍씨는 매우 성실하며, 자연을 아끼고 사랑하며 동식물 곤충까지도 잘 죽이지 않고 살려주었다. 고기를 잡을 때마다 산호초가 주낙에 걸려 올라오면 산호를 다시 물에 던져 주었다.
홍씨가 평상시와 같이 고기를 건조하여 조발도에서 선원 2명과 같이 순천장으로 출발하였다. 점심때가 되자 갑자기 날씨가 사나워지더니 노가 부러지고, 파도가 배를 덮쳐 선원 2명은 널조각을 잡아타고 밀려갔다. 홍씨는 끝까지 배에서 버티다가 배가 뒤집어지는 바람에 의식을 잃고 바닷물 속으로 가라앉아 산호초 위에 누워져 있었다. 선원들은 판자를 잡고 상처투성이로 파도가 밀어닥칠 때 닭섬으로 뛰어올라 구사일생으로 살아났다. 파선당한 뱃조각이 밀려왔는데 홍 선장은 보이지 않았다. 선원들은 기다리다 못해 부싯돌을 갈아 불을 피웠다. 그러다 지쳐서 산으로 올라가 칡뿌리를 나누어 먹으면서 해가 저물어 가는 것을 알았다. 홍선장의 자취는 찾을 수 없었다. 해변을 돌아본 선원들은 홍선장이 죽어 시체로 변해 다른 곳으로 밀려갔다고 생각했다.
한편, 물속에 잠긴 홍선장이 의식을 찾고 보니 그곳은 바로 용왕이 사는 용궁입구의 산호 꽃밭이었고, 그것을 생각한 순간 용궁으로 가던 큰 거북이가 홍선장을 보고 쏜살같이 달려와서 시간이 바쁘다고 하며 등에 태우고 나가는 동안 홍선장은 다시 의식을 잃었다. 거북이는 물속에서 나와 주위를 살펴보고 닭섬으로 헤엄쳐 갔다.
바닷속 산호초 위에 누워 있을 때 홍선장의 목에 누군가 와서 구슬을 걸어 주었고, 그 상태로 거북이 등에 타고 있었다. 거북이가 해변으로 와서 흔들자 홍선장은 의식을 찾았다. 그가 해변 벽으로 내려왔을 때 거북이는 저 멀리 바닷속으로 헤엄쳐갔고, 그제서야 홍 선장을 발견한 선원들은 달려와 서로 얼싸안았다. 홍선장의 목에 걸린 구슬이 저녁노을을 받아 유난히 빛났다. 그러자 홍선장은 구슬이 하도 이상해서 감정해 보기로 했고, 그 결과 300량 정도의 가치가 있는 진주라는 것이 밝혀졌다. 선원들을 데리고 가서 팔아 똑같이 나누어 잘 살았다는 이야기가 전해진다."
조발도,생활과 민속,생활 문화,의식주,과거 조발도 주민들의 의식주 생활은 어땠어?,인근의 낭도와 차이가 없음
조발도,생활과 민속,생활 문화,향토 음식,조발도 사람들이 즐겨 먹는 향토 음식이 있다면 소개해 줘.,인근의 낭도와 비슷함
조발도,생활과 민속,신앙 및 의례,전통 풍습,조발도에서 전통적으로 내려오는 마을 제사나 풍습이 있어?,"300여년 전부터 당제를 지내고 있으며, 예전에는 음력 정월 보름 자시에 당산제를 지냈지만, 현재는 음력 1월 14일 오후 3시경에 제를 지낸다."
조발도,생활과 민속,신앙 및 의례,민간신앙,섬 주민들의 민간신앙에는 어떤 것들이 있어?,금오도와 비슷하다.
조발도,주요 자원 및 현황,관광 자원,추천 여행지,조발도로 여행 가면 꼭 가봐야 할 곳 3곳만 추천해 줘.,조발도전망대
조발도,주요 자원 및 현황,당면 과제,현안,조발도가 현재 겪고 있는 가장 큰 어려움은 뭐야?,노령화와 인구감소
적금도,섬의 개요,기본 정보,이름 유래,적금도라는 이름은 어디서 유래했어?,여천군 마을유래지에 따르면 조선시대 초기에는 ‘적포’ 또는 ‘적호’라고 불렀다고 전해진다. 적포(赤浦)는 ‘붉을 적’자에 ‘갯가 포’자를 썼는데 섬 주변에 바위들이 노을에 물들어 붉은색을 띠었기 때문이라고 전한다.
적금도,섬의 개요,기본 정보,이름 유래,적금도는 왜 적금도라고 불리게 된 거야?,"구한말 여수군 설립시 금광이 있다하여 ‘쌓을 적(積)’자, ‘쇠 금(金)’자를 써서 적금리로 부르고 있다고 하였으나, 적포는 赤爾를 잘못 인용했을 가능성도 보인다.  "
적금도,섬의 개요,기본 정보,행정구역,적금도의 행정구역상 주소는 어떻게 돼?,여수시 화정면 적금리
적금도,섬의 개요,기본 정보,면적,적금도의 전체 면적은 얼마야?,0.808㎢
적금도,섬의 개요,지리적 위치,위치,적금도의 지리적 위치에 대해 설명해 줘.,고흥반도의 점암면 우천리 해안에서 적금수도를 사이에 두고 동쪽 해상에 위치하며 여자만 입구에 있는 작은 섬이다. 남북으로 긴 형태를 이루며 동쪽 해안은 전체가 만입을 이루며 간석지가 넓게 펼쳐져 있다.
적금도,섬의 개요,지리적 위치,주변 환경,적금도 주변에는 어떤 섬들이 있어?,"서쪽으로 고흥군 영남면이 위치하며, 남동쪽에 낭도와 사도가 있다. 동쪽에는 둔병도와 조발도가 있다. 주변에 무인도서로 소당도, 만월도, 응도, 독도, 연도, 머구섬(梧島 오도) 등이 있다."
적금도,섬의 개요,지리적 위치,주변 환경,적금도에서 가장 가까운 육지는 어디야?,고흥군 영남면
적금도,섬의 개요,교통 및 접근성,선박 정보,적금도에 들어가려면 어떻게 해야 해?,연륙연도교 건립 후 고흥군이나 여수시에서 버스나 자동차를 이용해 들어갈 수 있다.
적금도,섬의 개요,교통 및 접근성,선박 정보,여수에서 적금도로 가는 배편 정보를 알려줘.,적금도는 현재 정기여객선이 다니지 않는다.
적금도,섬의 개요,교통 및 접근성,섬 내 교통,적금도 내의 주요 교통수단은 뭐야?,"적금도는 섬 내에서 주로 자동차, 오토바이나 전동차 등을 이용해 이동한다. "
적금도,자연환경,지형 및 지질,지형 특징,적금도의 지형적 특징은 뭐야?,"적금도는 남북으로 길게 뻗어 있으나, 섬의 양쪽 끝부분이 동쪽으로 휘어져 만입하고 있다. 섬 전체가 낮은 구릉지를 이루어 섬 규모에 비해 경작지가 많은 편이다."
적금도,자연환경,지형 및 지질,최고점,적금도에서 가장 높은 곳은 어디야?,"큰산(77.5m), 요막산(61.4m)"
적금도,자연환경,지형 및 지질,해안선,적금도의 해안선은 어떤 특징을 가지고 있어?,"고흥 우천리와 둔병도 사이에 남북으로 향하고 있는 섬으로 곶과 만이 발달하였고, 동쪽은 독섬대평길이 북쪽에서 남쪽 끝까지 연결되어 있으나, 해변에는 몽돌들이 쌓여 몽돌해변을 만들었다. 특히, 하부의 3곳의 만에 큰 몽돌해변이 있다."
적금도,자연환경,생태계,식물상,적금도에는 어떤 식물들이 주로 서식해? 대표적인 식물 군락이 있어?,"적금도에 자생하는 상록넓은잎 수종은 후박나무, 사스레피나무,송악 등이 생태 우점한다. 바닷가 쪽으로 염생식물인 번행초군락과 메꽃군락이 생태 우점한다. 숲의 천이 과정에서 마지막 단계에 등장해 숲을 점령하는 서어나무도 쉽게 볼 수 있다. 주요 식생은 섬의 일부 지역에 군데군데 곰솔군락이 섬 전체적으로 서식하고 있다. 부분적으로 능선을 따라 갈잎넓은잎나무인 소사나무군락과 아까시나무군락과 붉나무군락, 예덕나무군락이 출현하고 있다."
적금도,자연환경,생태계,동물상,적금도에서 볼 수 있는 동물에는 무엇이 있어?,"인근의 낭도와 비슷하며 도롱뇽, 개구리 등 양서파충류, 도마뱀, 쇠살모사 등 파충류, 잠자리 등 곤충류, 왜가리 등 조류, 고라니, 멧돼지 등 포유류가 분포한다."
적금도,자연환경,생태계,해양 생물,적금도 주변 바다의 해양 생태계는 어때? 어떤 어종이 주로 잡혀?,"적금도 주변 조하대에 서식하는 대형저서동물은 총 30종이 출현하였으며 편형동물 1종, 유형동물 1종, 환형동물 13종, 연체동물 1종, 절지동물 13종, 극피동물 1종으로 구성되어 있다. 해조류는 조간대에서 가시파래, 잎파래, 구멍갈파래, 꼬시래기, 지충이, 김, 미역, 괭생이모자반, 톳 등이 주로 관찰되었다. 해초류는 총 1종이 출현하였으며, 일명 잘피라고 불리는 거머리말이 섬 항구 안쪽과 바깥쪽에 대단히 넓은 범위로 생육하였다.
어업은 낚시, 주낙, 통발, 단지를 이용한 문어 낙지 등을 주로 생산하며, 일부 농어, 우럭, 쏨뱅이, 감성돔 등이 잡힌다."
